id,name,state,postcode,lat,lng
4361,BUMBALDRY,NSW,2794,-33.906339,148.456385
4362,COWRA,NSW,2794,-33.834680,148.691192
4363,HOVELLS CREEK,NSW,2794,-34.055204,148.882689
4364,MOUNT COLLINS,NSW,2794,-34.019282,148.803923
4365,WATTAMONDARA,NSW,2794,-33.938468,148.606068
4366,ABERCROMBIE,NSW,2795,-33.389964,149.550466
4367,ABERCROMBIE RIVER,NSW,2795,-33.910547,149.347625
4368,ARKELL,NSW,2795,-33.727778,149.382952
4369,ARKSTONE,NSW,2795,-34.042417,149.644250
4370,BALD RIDGE,NSW,2795,-33.934672,149.428474
4371,BALLYROE,NSW,2795,-34.084405,149.604294
4372,BATHAMPTON,NSW,2795,-33.491908,149.407700
4373,BATHURST,NSW,2795,-33.419780,149.574258
4374,BILLYWILLINGA,NSW,2795,-33.273015,149.439850
4375,BREWONGLE,NSW,2795,-33.488780,149.675410
4376,BRUINBUN,NSW,2795,-33.129853,149.431806
4377,BURRAGA,NSW,2795,-33.947964,149.530130
4378,CALOOLA,NSW,2795,-33.617883,149.434865
4379,CHARLES STURT UNIVERSITY,NSW,2795,-33.429522,149.562870
4380,CHARLTON,NSW,2795,-33.679428,149.622450
4381,CLEAR CREEK,NSW,2795,-33.332296,149.707746
4382,COLO,NSW,2795,-33.788188,149.259388
4383,COPPERHANNIA,NSW,2795,-33.896561,149.265436
4384,COW FLAT,NSW,2795,-33.569555,149.534684
4385,CRUDINE,NSW,2795,-32.939577,149.700948
4386,CURRAGH,NSW,2795,-33.952685,149.211431
4387,DARK CORNER,NSW,2795,-33.306755,149.877371
4388,DOG ROCKS,NSW,2795,-33.757261,149.613316
4389,DUNKELD,NSW,2795,-33.406577,149.485667
4390,DURAMANA,NSW,2795,-33.267558,149.532753
4391,EGLINTON,NSW,2795,-33.373139,149.543860
4392,ESSINGTON,NSW,2795,-33.707264,149.688616
4393,EVANS PLAINS,NSW,2795,-33.438124,149.500376
4394,FITZGERALDS VALLEY,NSW,2795,-33.526441,149.395370
4395,FOREST GROVE,NSW,2795,-33.378077,149.658372
4396,FOSTERS VALLEY,NSW,2795,-33.615833,149.558650
4397,FREEMANTLE,NSW,2795,-33.243663,149.378571
4398,GEMALLA,NSW,2795,-33.524129,149.837333
4399,GEORGES PLAINS,NSW,2795,-33.515629,149.523182
4400,GILMANDYKE,NSW,2795,-33.778548,149.564365
4401,GLANMIRE,NSW,2795,-33.425985,149.706091
4402,GORMANS HILL,NSW,2795,-33.434040,149.590433
4403,GOWAN,NSW,2795,-33.200595,149.349168
4404,HOBBYS YARDS,NSW,2795,-33.700136,149.327338
4405,ISABELLA,NSW,2795,-33.954418,149.666899
4406,JEREMY,NSW,2795,-33.978707,149.548194
4407,JUDDS CREEK,NSW,2795,-33.833712,149.550988
4408,KELSO,NSW,2795,-33.419196,149.611555
4409,KILLONGBUTTA,NSW,2795,-33.195026,149.421481
4410,KIRKCONNELL,NSW,2795,-33.437694,149.847879
4411,LAFFING WATERS,NSW,2795,-33.387823,149.610662
4412,LIMEKILNS,NSW,2795,-33.240080,149.770699
4413,LLANARTH,NSW,2795,-33.399527,149.557591
4414,LOCKSLEY,NSW,2795,-33.515828,149.776599
4415,MEADOW FLAT,NSW,2795,-33.434919,149.921282
4416,MILKERS FLAT,NSW,2795,-33.282441,149.394756
4417,MILLAH MURRAH,NSW,2795,-33.186729,149.580265
4418,MITCHELL,NSW,2795,-33.432706,149.564408
4419,MOORILDA,NSW,2795,-33.616499,149.335023
4420,MOUNT DAVID,NSW,2795,-33.860821,149.604108
4421,MOUNT PANORAMA,NSW,2795,-33.455686,149.551681
4422,MOUNT RANKIN,NSW,2795,-33.316695,149.496674
4423,NAPOLEON REEF,NSW,2795,-33.423500,149.750769
4424,NEWBRIDGE,NSW,2795,-33.585731,149.364826
4425,O'CONNELL,NSW,2795,-33.536286,149.723143
4426,ORTON PARK,NSW,2795,-33.469181,149.574285
4427,PALING YARDS,NSW,2795,-34.128948,149.768019
4428,PALMERS OAKY,NSW,2795,-33.175237,149.861851
4429,PEEL,NSW,2795,-33.290006,149.615645
4430,PERTHVILLE,NSW,2795,-33.485900,149.546980
4431,RAGLAN,NSW,2795,-33.422275,149.649389
4432,ROBIN HILL,NSW,2795,-33.414730,149.550475
4433,ROCK FOREST,NSW,2795,-33.354231,149.396538
4434,ROCKLEY,NSW,2795,-33.692545,149.569433
4435,ROCKLEY MOUNT,NSW,2795,-33.547323,149.552941
4436,SOFALA,NSW,2795,-33.080698,149.689626
4437,SOUTH BATHURST,NSW,2795,-33.440113,149.578565
4438,STEWARTS MOUNT,NSW,2795,-33.412150,149.505697
4439,SUNNY CORNER,NSW,2795,-33.381925,149.885191
4440,TAMBAROORA,NSW,2795,-33.001044,149.424332
4441,TANNAS MOUNT,NSW,2795,,
4442,THE LAGOON,NSW,2795,-33.544702,149.624725
4443,THE ROCKS,NSW,2795,-33.425080,149.424872
4444,TRIANGLE FLAT,NSW,2795,-33.798107,149.489443
4445,TRUNKEY CREEK,NSW,2795,-33.820912,149.353980
4446,TURONDALE,NSW,2795,-33.121542,149.601111
4447,TWENTY FORESTS,NSW,2795,-33.682344,149.741725
4448,UPPER TURON,NSW,2795,-33.100772,149.756062
4449,WALANG,NSW,2795,-33.431788,149.749308
4450,WAMBOOL,NSW,2795,-33.507576,149.763255
4451,WATTLE FLAT,NSW,2795,-33.140507,149.693813
4452,WATTON,NSW,2795,-33.302071,149.410294
4453,WEST BATHURST,NSW,2795,-33.412695,149.564797
4454,WHITE ROCK,NSW,2795,-33.470807,149.614381
4455,WIAGDON,NSW,2795,-33.210163,149.664833
4456,WIMBLEDON,NSW,2795,-33.546855,149.428684
4457,WINBURNDALE,NSW,2795,-33.285870,149.796240
4458,WINDRADYNE,NSW,2795,-33.408309,149.550561
4459,WISEMANS CREEK,NSW,2795,-33.618978,149.718319
4460,YARRAS,NSW,2795,-33.355607,149.673968
4461,YETHOLME,NSW,2795,-33.449583,149.816693
4462,GARLAND,NSW,2797,-33.707873,149.025809
4463,LYNDHURST,NSW,2797,-33.674888,149.045193
4464,BYNG,NSW,2798,-33.343288,149.254464
4465,FOREST REEFS,NSW,2798,-33.453985,149.109240
4466,GUYONG,NSW,2798,-33.414685,149.248914
4467,MILLTHORPE,NSW,2798,-33.445862,149.185397
4468,SPRING TERRACE,NSW,2798,-33.400925,149.069863
4469,TALLWOOD,NSW,2798,-33.500866,149.123535
4470,BARRY,NSW,2799,-33.648293,149.269545
4471,BLAYNEY,NSW,2799,-33.532319,149.255263
4472,BROWNS CREEK,NSW,2799,-33.525683,149.149876
4473,FITZGERALDS MOUNT,NSW,2799,-33.499865,149.377023
4474,KINGS PLAINS,NSW,2799,-33.500593,149.325200
4475,NEVILLE,NSW,2799,-33.709398,149.215073
4476,VITTORIA,NSW,2799,-33.435894,149.372967
4477,BELGRAVIA,NSW,2800,-33.123439,149.026661
4478,BORENORE,NSW,2800,-33.247292,148.974505
4479,CADIA,NSW,2800,-33.455109,148.993510
4480,CANOBOLAS,NSW,2800,-33.298346,149.047339
4481,CARGO,NSW,2800,-33.423633,148.808929
4482,CLERGATE,NSW,2800,-33.191476,149.110963
4483,CLIFTON GROVE,NSW,2800,-33.247034,149.173554
4484,EMU SWAMP,NSW,2800,-33.325740,149.200205
4485,FOUR MILE CREEK,NSW,2800,-33.428290,148.964642
4486,HUNTLEY,NSW,2800,-33.369243,149.131811
4487,KANGAROOBIE,NSW,2800,-33.173120,149.049508
4488,KERRS CREEK,NSW,2800,-33.048539,149.092046
4489,LEWIS PONDS,NSW,2800,-33.222973,149.251176
4490,LIDSTER,NSW,2800,-33.297893,148.958974
4491,LOWER LEWIS PONDS,NSW,2800,-33.222973,149.251176
4492,LUCKNOW,NSW,2800,-33.345662,149.161068
4493,MARCH,NSW,2800,-33.216351,149.076541
4494,MULLION CREEK,NSW,2800,-33.140704,149.120663
4495,NANGAR,NSW,2800,-33.462455,148.612370
4496,NASHDALE,NSW,2800,-33.296696,149.018300
4497,OPHIR,NSW,2800,-33.177045,149.239070
4498,ORANGE,NSW,2800,-33.283626,149.099984
4499,PANUARA,NSW,2800,-33.498441,148.959444
4500,SHADFORTH,NSW,2800,-33.375088,149.189492
4501,SPRING CREEK,NSW,2800,-33.345446,149.097678
4502,SPRING HILL,NSW,2800,-33.398706,149.152350
4503,SPRINGSIDE,NSW,2800,-33.364503,149.064852
4504,SUMMER HILL CREEK,NSW,2800,-33.217273,149.132468
4505,WALDEGRAVE,NSW,2800,-33.435156,149.052683
4506,WINDERA,NSW,2800,-33.199067,149.027236
4507,BENDICK MURRELL,NSW,2803,-34.162820,148.449846
4508,CROWTHER,NSW,2803,-34.096639,148.507118
4509,WIRRIMAH,NSW,2803,-34.129056,148.424253
4510,BILLIMARI,NSW,2804,-33.682514,148.615476
4511,CANOWINDRA,NSW,2804,-33.575670,148.645980
4512,MOORBEL,NSW,2804,-33.566841,148.694570
4513,NYRANG CREEK,NSW,2804,-33.539368,148.578981
4514,GOOLOOGONG,NSW,2805,-33.659636,148.417418
4515,EUGOWRA,NSW,2806,-33.427107,148.371650
4516,KOORAWATHA,NSW,2807,-34.013059,148.592345
4517,WYANGALA,NSW,2808,-33.980780,148.955067
4518,GREENETHORPE,NSW,2809,-34.036346,148.394531
4519,BIMBI,NSW,2810,-33.985252,147.927491
4520,CARAGABAL,NSW,2810,-33.843829,147.739256
4521,GLENELG,NSW,2810,-33.757223,148.082222
4522,GRENFELL,NSW,2810,-33.894985,148.161154
4523,PINEY RANGE,NSW,2810,-33.815301,147.953319
4524,PINNACLE,NSW,2810,-33.705860,147.928216
4525,PULLABOOKA,NSW,2810,-33.755424,147.825318
4526,WARRADERRY,NSW,2810,-33.757869,148.205709
4527,APSLEY,NSW,2820,-32.598356,148.963925
4528,ARTHURVILLE,NSW,2820,-32.554843,148.742709
4529,BAKERS SWAMP,NSW,2820,-32.778925,148.923303
4530,BODANGORA,NSW,2820,-32.450253,149.032287
4531,COMOBELLA,NSW,2820,-32.391643,148.961267
4532,CURRA CREEK,NSW,2820,-32.661219,148.850385
4533,DRIPSTONE,NSW,2820,-32.650329,148.989515
4534,FARNHAM,NSW,2820,-32.839360,149.086437
4535,GOLLAN,NSW,2820,-32.258244,149.070381
4536,LAKE BURRENDONG,NSW,2820,-32.675362,149.099557
4537,MARYVALE,NSW,2820,-32.464179,148.899155
4538,MEDWAY,NSW,2820,-32.127033,149.170568
4539,MONTEFIORES,NSW,2820,-32.538869,148.944461
4540,MOOKERAWA,NSW,2820,-32.764216,149.161591
4541,MOUNT AQUILA,NSW,2820,-32.833533,149.173280
4542,MOUNT ARTHUR,NSW,2820,-32.554619,148.935597
4543,MUMBIL,NSW,2820,-32.725539,149.049691
4544,NANIMA,NSW,2820,-32.511172,148.981159
4545,NEUREA,NSW,2820,-32.708193,148.947815
4546,SPICERS CREEK,NSW,2820,-32.395842,149.143044
4547,STUART TOWN,NSW,2820,-32.805688,149.077263
4548,SUNTOP,NSW,2820,-32.568222,148.824214
4549,WALMER,NSW,2820,-32.662974,148.719692
4550,WELLINGTON,NSW,2820,-32.555880,148.944797
4551,WUULUMAN,NSW,2820,-32.522858,149.074071
4552,YARRAGAL,NSW,2820,-32.611257,149.066308
4553,BURROWAY,NSW,2821,-32.057228,148.263375
4554,NARROMINE,NSW,2821,-32.231920,148.239606
4555,BUNDEMAR,NSW,2823,-31.835994,148.180564
4556,CATHUNDRAL,NSW,2823,-31.921496,147.837012
4557,DANDALOO,NSW,2823,-32.269172,147.615413
4558,GIN GIN,NSW,2823,-31.938641,148.112824
4559,TRANGIE,NSW,2823,-32.031887,147.983937
4560,BEEMUNNEL,NSW,2824,-31.673327,147.855054
4561,EENAWEENA,NSW,2824,-31.511559,147.533155
4562,MARTHAGUY,NSW,2824,-31.191038,147.867830
4563,MOUNT FOSTER,NSW,2824,-31.236032,147.614338
4564,MOUNT HARRIS,NSW,2824,-31.316722,147.656073
4565,MUMBLEBONE PLAIN,NSW,2824,-31.495946,147.689713
4566,OXLEY,NSW,2824,-31.117187,147.570991
4567,PIGEONBAH,NSW,2824,-31.553976,148.009402
4568,RAVENSWOOD,NSW,2824,-31.699958,147.847318
4569,RED HILL,NSW,2824,-35.148861,147.344983
4570,SNAKES PLAIN,NSW,2824,-31.776004,147.760218
4571,TENANDRA,NSW,2824,-31.566684,147.944978
4572,WARREN,NSW,2824,-31.699379,147.837310
4573,BABINDA,NSW,2825,-31.940261,146.479353
4574,BOBADAH,NSW,2825,-32.307388,146.689780
4575,BOGAN,NSW,2825,-31.943157,147.463241
4576,BUDDABADAH,NSW,2825,-31.851494,147.311968
4577,CANONBA,NSW,2825,-31.347072,147.345556
4578,FIVE WAYS,NSW,2825,-32.117497,147.035919
4579,HONEYBUGLE,NSW,2825,-31.829745,146.909688
4580,MIANDETTA,NSW,2825,-31.566221,146.970793
4581,MULLA,NSW,2825,-31.806730,147.311183
4582,MULLENGUDGERY,NSW,2825,-31.747549,147.428918
4583,MURRAWOMBIE,NSW,2825,-31.100101,147.145087
4584,NYNGAN,NSW,2825,-31.562487,147.192356
4585,PANGEE,NSW,2825,-32.053698,146.754447
4586,BEARBONG,NSW,2827,-31.600833,149.008965
4587,BIDDON,NSW,2827,-31.572035,148.847467
4588,BREELONG,NSW,2827,-31.811735,148.799571
4589,COLLIE,NSW,2827,-31.667727,148.303490
4590,CURBAN,NSW,2827,-31.512136,148.612071
4591,GILGANDRA,NSW,2827,-31.711715,148.663131
4592,MERRIGAL,NSW,2827,-31.548435,148.235720
4593,BLACK HOLLOW,NSW,2828,-31.107835,148.862661
4594,BOURBAH,NSW,2828,-31.285984,148.266130
4595,GULARGAMBONE,NSW,2828,-31.329692,148.471189
4596,MOUNT TENANDRA,NSW,2828,-31.209036,148.753764
4597,QUANDA,NSW,2828,-31.121736,148.674665
4598,TONDERBURINE,NSW,2828,-31.337795,148.732746
4599,WARRUMBUNGLE,NSW,2828,-31.291408,149.030305
4600,COMBARA,NSW,2829,-31.124693,148.373410
4601,CONIMBIA,NSW,2829,-30.684075,148.002403
4602,COONAMBLE,NSW,2829,-30.954311,148.388448
4603,GILGOOMA,NSW,2829,-30.760088,148.534645
4604,MAGOMETON,NSW,2829,-31.034537,148.606765
4605,NEBEA,NSW,2829,-30.898081,148.555961
4606,PINE GROVE,NSW,2829,-30.900210,148.684965
4607,TERIDGERIE,NSW,2829,-30.884455,148.845525
4608,URAWILKIE,NSW,2829,-30.790618,148.699185
4609,WINGADEE,NSW,2829,-30.584524,148.308474
4610,BALLIMORE,NSW,2830,-32.195726,148.902065
4611,BARBIGAL,NSW,2830,-32.217776,148.827352
4612,BENI,NSW,2830,-32.194638,148.740477
4613,BOOTHENBA,NSW,2830,-32.195636,148.689577
4614,BROCKLEHURST,NSW,2830,-32.150735,148.688877
4615,BRUAH,NSW,2830,-32.130935,148.736775
4616,BUNGLEGUMBIE,NSW,2830,-32.193536,148.574679
4617,BURRABADINE,NSW,2830,-32.237737,148.516680
4618,BUTLERS FALLS,NSW,2830,-32.310736,148.625579
4619,COOLBAGGIE,NSW,2830,-32.029037,148.513178
4620,CUMBOOGLE,NSW,2830,-32.325237,148.593880
4621,DUBBO,NSW,2830,-32.245192,148.604212
4622,DUBBO GROVE,NSW,2830,-32.268021,148.609834
4623,ESCHOL,NSW,2830,-32.327836,148.644880
4624,EULOMOGO,NSW,2830,-32.277813,148.670297
4625,GLENGERRA,NSW,2830,,
4626,GOONOO FOREST,NSW,2830,-32.0596350,148.7500740
4627,JONES CREEK,NSW,2830,-32.1481350,148.7975740
4628,KICKABIL,NSW,2830,-31.900235,148.424281
4629,MINORE,NSW,2830,-32.259512,148.455401
4630,MOGRIGUY,NSW,2830,-32.066390,148.660576
4631,MOUNTAIN CREEK,NSW,2830,-32.3993780,148.4417230
4632,MURONBUNG,NSW,2830,-32.1773340,148.9586720
4633,MURRUMBIDGERIE,NSW,2830,-32.400036,148.718178
4634,RAWSONVILLE,NSW,2830,-32.167606,148.451172
4635,TERRAMUNGAMINE,NSW,2830,-32.153936,148.573778
4636,TOONGI,NSW,2830,-32.441636,148.592881
4637,WAMBANGALANG,NSW,2830,-32.4338030,148.5883870
4638,YARRABAR,NSW,2830,-35.8845470,145.8332240
4639,ARMATREE,NSW,2831,-31.453726,148.407695
4640,BALLADORAN,NSW,2831,-31.852136,148.626475
4641,BILLEROY,NSW,2831,-30.694440,148.451401
4642,BRENDA,NSW,2831,-29.099918,147.212959
4643,BULLAGREEN,NSW,2831,-31.421334,148.080506
4644,BYROCK,NSW,2831,-30.661860,146.403970
4645,CARINDA,NSW,2831,-30.461198,147.691173
4646,COOLABAH,NSW,2831,-31.027986,146.714264
4647,ELONG ELONG,NSW,2831,-32.116012,149.026202
4648,EUMUNGERIE,NSW,2831,-31.951112,148.626363
4649,GEURIE,NSW,2831,-32.399032,148.828532
4650,GIRILAMBONE,NSW,2831,-31.248445,146.904869
4651,GOODOOGA,NSW,2831,-29.113037,147.452139
4652,GUNGALMAN,NSW,2831,-30.519341,147.937893
4653,HERMIDALE,NSW,2831,-31.638847,146.689584
4654,MACQUARIE MARSHES,NSW,2831,-30.596748,147.693508
4655,MERRYGOEN,NSW,2831,-31.824229,149.230644
4656,NEILREX,NSW,2831,-31.720632,149.307062
4657,NEVERTIRE,NSW,2831,-31.838854,147.718723
4658,NUBINGERIE,NSW,2831,-32.507871,148.673914
4659,NYMAGEE,NSW,2831,-32.163806,146.299530
4660,PINE CLUMP,NSW,2831,-31.408026,148.214197
4661,PONTO,NSW,2831,-32.446636,148.797077
4662,QUAMBONE,NSW,2831,-30.929382,147.869963
4663,TERRABELLA,NSW,2831,-32.432936,148.737378
4664,THE MARRA,NSW,2831,-30.879083,147.366759
4665,TOOLOON,NSW,2831,-31.050371,148.206166
4666,TOORAWEENAH,NSW,2831,-31.439404,148.910428
4667,WESTELLA,NSW,2831,-32.294635,148.829275
4668,WONGARBON,NSW,2831,-32.334144,148.756921
4669,ANGLEDOOL,NSW,2832,-29.113122,147.902562
4670,COME BY CHANCE,NSW,2832,-30.361591,148.467361
4671,CRYON,NSW,2832,-30.127724,148.611680
4672,CUMBORAH,NSW,2832,-29.742525,147.767956
4673,WALGETT,NSW,2832,-30.021558,148.116684
4674,COLLARENEBRI,NSW,2833,-29.545810,148.576548
4675,LIGHTNING RIDGE,NSW,2834,-29.318500,148.081431
4676,BULLA,NSW,2835,-32.046674,144.183318
4677,CANBELEGO,NSW,2835,-31.456755,146.282759
4678,COBAR,NSW,2835,-31.498218,145.840727
4679,CUBBA,NSW,2835,-31.441759,145.347238
4680,GILGUNNIA,NSW,2835,-32.416874,146.033997
4681,IRYMPLE,NSW,2835,-34.224533,142.193920
4682,KERRIGUNDI,NSW,2835,-30.996590,145.400153
4683,KULWIN,NSW,2835,-31.997738,144.597194
4684,LERIDA,NSW,2835,-31.818753,145.716439
4685,NOONA,NSW,2835,-31.522667,144.534569
4686,SANDY CREEK,NSW,2835,-31.788971,145.337298
4687,TINDAREY,NSW,2835,-31.009110,145.925341
4688,WHITE CLIFFS,NSW,2836,-31.511220,143.524755
4689,WILCANNIA,NSW,2836,-31.558559,143.377976
4690,BOGAN,NSW,2839,-29.956036,146.863550
4691,BREWARRINA,NSW,2839,-29.961519,146.858999
4692,COLLERINA,NSW,2839,-29.693563,146.646869
4693,GONGOLGON,NSW,2839,-30.480989,146.708252
4694,NARRAN LAKE,NSW,2839,-29.866306,147.426513
4695,TALAWANTA,NSW,2839,-29.519999,146.950229
4696,WEILMORINGLE,NSW,2839,-29.218812,146.867097
4697,BOURKE,NSW,2840,-30.088847,145.937742
4698,ENNGONIA,NSW,2840,-29.318123,145.846170
4699,FORDS BRIDGE,NSW,2840,-29.752523,145.424979
4700,GUMBALIE,NSW,2840,-29.981200,145.398014
4701,GUNDERBOOKA,NSW,2840,-30.639875,145.543282
4702,HUNGERFORD,NSW,2840,-33.737629,150.934687
4703,LOUTH,NSW,2840,-30.533836,145.115335
4704,TILPA,NSW,2840,-30.940579,144.421865
4705,WANAARING,NSW,2840,-29.706274,144.147343
4706,YANTABULLA,NSW,2840,-29.338394,145.002751
4707,MENDOORAN,NSW,2842,-31.822488,149.118008
4708,MOLLYAN,NSW,2842,-31.595632,149.221061
4709,WATTLE SPRINGS,NSW,2842,-31.452532,149.277759
4710,YARRAGRIN,NSW,2842,-31.694633,149.088165
4711,COOLAH,NSW,2843,-31.823675,149.720187
4712,BIRRIWA,NSW,2844,-32.122232,149.465064
4713,DUNEDOO,NSW,2844,-32.016184,149.395838
4714,LEADVILLE,NSW,2844,-32.017507,149.544871
4715,WALLERAWANG,NSW,2845,-33.410618,150.062597
4716,CAPERTEE,NSW,2846,-33.148969,149.990010
4717,GLEN DAVIS,NSW,2846,-33.134333,150.147648
4718,ROUND SWAMP,NSW,2846,-33.078278,149.938657
4719,PORTLAND,NSW,2847,-33.353124,149.982270
4720,BROGANS CREEK,NSW,2848,-32.971718,149.959593
4721,CHARBON,NSW,2848,-32.881265,149.965119
4722,CLANDULLA,NSW,2848,-32.906521,149.950771
4723,KANDOS,NSW,2848,-32.857495,149.969460
4724,BOGEE,NSW,2849,-32.975826,150.104239
4725,BREAKFAST CREEK,NSW,2849,-32.676966,150.012848
4726,BUDDEN,NSW,2849,-32.502023,150.081841
4727,BYLONG,NSW,2849,-32.417309,150.114058
4728,CAMBOON,NSW,2849,-32.708450,149.959934
4729,CARWELL,NSW,2849,-32.840409,149.906368
4730,COGGAN,NSW,2849,-32.349639,150.090370
4731,COXS CREEK,NSW,2849,-32.735933,150.138500
4732,COXS CROWN,NSW,2849,-32.750604,150.046932
4733,DABEE,NSW,2849,-32.824533,150.038690
4734,DUNGEREE,NSW,2849,-32.769718,149.866563
4735,DUNVILLE LOOP,NSW,2849,-32.904580,150.136232
4736,GINGHI,NSW,2849,-32.584119,150.088533
4737,GLEN ALICE,NSW,2849,-33.043925,150.216201
4738,GROWEE,NSW,2849,-32.620543,150.068963
4739,KELGOOLA,NSW,2849,-32.871618,150.280871
4740,LEE CREEK,NSW,2849,-32.535051,150.119193
4741,MOUNT MARSDEN,NSW,2849,-32.938690,150.047574
4742,MURRUMBO,NSW,2849,-32.403330,150.230338
4743,NULLO MOUNTAIN,NSW,2849,-32.754153,150.222850
4744,OLINDA,NSW,2849,-32.796019,150.167675
4745,PINNACLE SWAMP,NSW,2849,-32.771363,149.925929
4746,PYANGLE,NSW,2849,-32.620816,149.932721
4747,REEDY CREEK,NSW,2849,-32.729382,149.993111
4748,RYLSTONE,NSW,2849,-32.799369,149.970442
4749,UPPER BYLONG,NSW,2849,-32.474175,150.133690
4750,UPPER GROWEE,NSW,2849,-32.648795,150.023565
4751,UPPER NILE,NSW,2849,-33.008125,150.250221
4752,WIRRABA,NSW,2849,-33.116656,150.506858
4753,AARONS PASS,NSW,2850,-32.863277,149.803751
4754,APPLE TREE FLAT,NSW,2850,-32.685217,149.705047
4755,AVISFORD,NSW,2850,-32.745583,149.480112
4756,BARA,NSW,2850,-32.571389,149.843164
4757,BARIGAN,NSW,2850,-32.443069,149.979665
4758,BEN BUCKLEY,NSW,2850,-32.492949,149.297871
4759,BOCOBLE,NSW,2850,-32.798969,149.724411
4760,BOMBIRA,NSW,2850,-32.563794,149.599775
4761,BOTOBOLAR,NSW,2850,-32.512931,149.797549
4762,BUCKAROO,NSW,2850,-32.559654,149.631060
4763,BUDGEE BUDGEE,NSW,2850,-32.543565,149.676562
4764,BURRUNDULLA,NSW,2850,-32.623433,149.639181
4765,CAERLEON,NSW,2850,-32.569912,149.549841
4766,CANADIAN LEAD,NSW,2850,-32.410681,149.581564
4767,CARCALGONG,NSW,2850,-32.853420,149.697200
4768,COLLINGWOOD,NSW,2850,-32.604231,149.446459
4769,COOKS GAP,NSW,2850,-32.378224,149.717505
4770,COOYAL,NSW,2850,-32.450436,149.757343
4771,CROSS ROADS,NSW,2850,-32.506399,149.705360
4772,CUDGEGONG,NSW,2850,-32.808314,149.809365
4773,CULLENBONE,NSW,2850,-32.488762,149.510225
4774,CUMBO,NSW,2850,-32.388571,149.877718
4775,ERUDGERE,NSW,2850,-32.553682,149.493111
4776,EURUNDEREE,NSW,2850,-32.526050,149.608821
4777,FROG ROCK,NSW,2850,-32.476946,149.686857
4778,GALAMBINE,NSW,2850,-32.479768,149.506881
4779,GLEN AYR,NSW,2850,-32.603763,149.566335
4780,GRATTAI,NSW,2850,-32.654782,149.482995
4781,GREEN GULLY,NSW,2850,-32.784420,149.686239
4782,HARGRAVES,NSW,2850,-32.788860,149.465034
4783,HAVILAH,NSW,2850,-32.620676,149.764365
4784,HAYES GAP,NSW,2850,-32.581125,149.747489
4785,HILL END,NSW,2850,-33.031247,149.417014
4786,HOME RULE,NSW,2850,-32.416620,149.627493
4787,ILFORD,NSW,2850,-32.942209,149.859658
4788,KAINS FLAT,NSW,2850,-32.465595,149.836857
4789,LINBURN,NSW,2850,-32.432540,149.715338
4790,LUE,NSW,2850,-32.654140,149.842171
4791,MAITLAND BAR,NSW,2850,-32.745542,149.427201
4792,MENAH,NSW,2850,-32.548716,149.542687
4793,MEROO,NSW,2850,-32.764728,149.624790
4794,MILROY,NSW,2850,-32.588784,149.616670
4795,MOGO,NSW,2850,-32.265783,150.011498
4796,MONIVAE,NSW,2850,-32.678931,149.900209
4797,MOOLARBEN,NSW,2850,-32.351145,149.781639
4798,MOUNT FROME,NSW,2850,-32.605845,149.644578
4799,MOUNT KNOWLES,NSW,2850,-32.622653,149.706902
4800,MOUNT VINCENT,NSW,2850,-32.984059,149.904293
4801,MUDGEE,NSW,2850,-32.590720,149.586126
4802,MULLAMUDDY,NSW,2850,-32.657707,149.673740
4803,MUNGHORN,NSW,2850,-32.404419,149.836027
4804,PIAMBONG,NSW,2850,-32.520454,149.455131
4805,PUTTA BUCCA,NSW,2850,-32.570896,149.584181
4806,PYRAMUL,NSW,2850,-32.887171,149.618838
4807,QUEENS PINCH,NSW,2850,-32.729065,149.682426
4808,RAZORBACK,NSW,2850,-33.033803,149.819230
4809,RIVERLEA,NSW,2850,-32.691941,149.722168
4810,RUNNING STREAM,NSW,2850,-33.020110,149.911201
4811,SALLYS FLAT,NSW,2850,-33.001222,149.567131
4812,SPRING FLAT,NSW,2850,-32.638843,149.606908
4813,ST FILLANS,NSW,2850,-32.468156,149.632641
4814,STONY CREEK,NSW,2850,-32.474196,149.723190
4815,TAMBAROORA,NSW,2850,-33.001044,149.424332
4816,TICHULAR,NSW,2850,-32.441908,149.953930
4817,TOTNES VALLEY,NSW,2850,-32.482731,149.916470
4818,TRIAMBLE,NSW,2850,-32.897487,149.315864
4819,TURILL,NSW,2850,-32.138246,149.805723
4820,TWELVE MILE,NSW,2850,-32.493014,149.270450
4821,ULAN,NSW,2850,-32.282873,149.736439
4822,ULLAMALLA,NSW,2850,-32.988158,149.330478
4823,WILBETREE,NSW,2850,-32.479583,149.568046
4824,WILPINJONG,NSW,2850,-32.324393,149.870882
4825,WINDEYER,NSW,2850,-32.776320,149.545300
4826,WOLLAR,NSW,2850,-32.361338,149.948760
4827,WORLDS END,NSW,2850,-32.663892,149.397760
4828,YARRABIN,NSW,2850,-32.593854,149.315898
4829,YARRAWONGA,NSW,2850,-32.356621,149.658830
4830,BARNEYS REEF,NSW,2852,-32.185066,149.529756
4831,BERYL,NSW,2852,-32.351413,149.437976
4832,BIRAGANBIL,NSW,2852,-32.393249,149.407830
4833,BUNGABA,NSW,2852,-32.129150,149.660757
4834,COPE,NSW,2852,-32.303181,149.619773
4835,CUMBANDRY,NSW,2852,-32.380741,149.605898
4836,GOOLMA,NSW,2852,-32.346144,149.256869
4837,GULGONG,NSW,2852,-32.362587,149.533528
